DateTime,AEG,ARGX,ASML,AZN,BBVA,BCS,BP,BTI,BUD,DB,DEO,E,EQNR,ERIC,FMS,GSK,HSBC,IHG,ING,LYG,NGG,NOK,NVO,NVS,NWG,PHG,PSO,PUK,RELX,RIO,RTO,RYAAY,SAN,SAP,SHEL,SNN,SNY,TS,TTE,UBS,UL,VOD,WPP,GMAB,HLN
2018-06-18,532217.0,15111.0,68717.0,394411.0,2162390.0,130599.0,537874.0,171455.0,316770.0,775800.0,66476.0,52847.0,83493.0,735515.0,7932.0,180454.0,99828.0,4980.0,152982.0,293650.0,65018.0,1368305.0,107942.0,195240.0,110960.0,55117.0,72476.0,29038.0,33818.0,305553.0,2033.0,56014.0,937417.0,44753.0,251161.0,61667.0,98837.0,461366.0,214716.0,303127.0,50442.0,1079659.0,13477.0,0.0,0.0
2018-06-19,305424.0,12674.0,74904.0,365831.0,195372.0,294040.0,1012879.0,174556.0,137742.0,619986.0,24617.0,49511.0,105156.0,697992.0,9755.0,175873.0,281229.0,5365.0,352185.0,385555.0,59229.0,1211866.0,332210.0,260804.0,90079.0,89699.0,72871.0,28924.0,30441.0,637373.0,1403.0,39286.0,378341.0,141399.0,253008.0,54042.0,336916.0,224457.0,137107.0,303240.0,99996.0,1005248.0,16900.0,0.0,0.0
2018-06-20,150688.0,17679.0,144143.0,186638.0,415758.0,285026.0,519005.0,252361.0,353550.0,347434.0,69316.0,6787.0,105903.0,1374566.0,11328.0,347951.0,152857.0,8851.0,407395.0,360374.0,34222.0,1023465.0,1449791.0,155988.0,182652.0,54223.0,46851.0,33260.0,20347.0,306774.0,659.0,92170.0,358196.0,55761.0,293984.0,235126.0,263623.0,446698.0,118832.0,370196.0,85192.0,426178.0,26348.0,0.0,0.0
2018-06-21,118960.0,20723.0,129753.0,510044.0,226707.0,220290.0,839493.0,249170.0,201680.0,634804.0,30649.0,19451.0,179378.0,583204.0,17611.0,206560.0,164813.0,11977.0,266611.0,538023.0,55959.0,1188429.0,260101.0,201168.0,133542.0,54904.0,42677.0,17143.0,33403.0,358911.0,3087.0,70641.0,902228.0,147397.0,367774.0,191109.0,479450.0,255967.0,259572.0,153637.0,98765.0,420059.0,8998.0,0.0,0.0
2018-06-22,173801.0,8736.0,120498.0,424429.0,990249.0,337849.0,736430.0,306507.0,245511.0,587437.0,64225.0,16541.0,84998.0,475875.0,16653.0,207884.0,244321.0,14850.0,281321.0,727952.0,66470.0,2017140.0,250163.0,193182.0,109600.0,59790.0,52531.0,26080.0,38898.0,393749.0,4002.0,44735.0,714559.0,104718.0,337831.0,116374.0,195751.0,306945.0,383820.0,338923.0,125953.0,952610.0,19662.0,0.0,0.0
2018-06-25,147590.0,25322.0,241348.0,241439.0,355907.0,423841.0,1261201.0,328641.0,256535.0,529537.0,71108.0,33001.0,98056.0,655209.0,9719.0,381716.0,331090.0,11596.0,384086.0,868979.0,63376.0,2577775.0,405560.0,248103.0,231483.0,75607.0,56453.0,34274.0,23599.0,400145.0,368.0,28612.0,891652.0,67925.0,377323.0,249368.0,131981.0,244232.0,151427.0,327705.0,171605.0,665983.0,11683.0,0.0,0.0
2018-06-26,100983.0,21041.0,220388.0,934930.0,264926.0,451875.0,619355.0,529961.0,274653.0,910974.0,71651.0,17240.0,178694.0,662131.0,10448.0,323770.0,135974.0,30464.0,238709.0,1451914.0,81894.0,3507612.0,267496.0,284522.0,120758.0,95452.0,38675.0,29769.0,275408.0,569186.0,605.0,60136.0,382284.0,46204.0,404390.0,77045.0,77991.0,349761.0,163023.0,789114.0,234020.0,519168.0,9339.0,0.0,0.0
2018-06-27,466746.0,19401.0,149987.0,480996.0,231844.0,393438.0,785336.0,482630.0,286834.0,1142778.0,55308.0,19259.0,104810.0,1193816.0,11428.0,241246.0,393411.0,40229.0,269170.0,697896.0,54833.0,1602059.0,258073.0,239749.0,144408.0,84159.0,36198.0,21445.0,41550.0,347863.0,927.0,35587.0,993570.0,95246.0,294633.0,185912.0,91543.0,1085787.0,239103.0,423196.0,131855.0,672499.0,21203.0,0.0,0.0
2018-06-28,792174.0,18819.0,130134.0,348497.0,277979.0,158074.0,332442.0,150426.0,173491.0,861002.0,24407.0,9883.0,144901.0,772201.0,6537.0,403665.0,93127.0,41402.0,193259.0,366448.0,73417.0,2009955.0,134012.0,160967.0,98309.0,73166.0,20206.0,17140.0,33680.0,427371.0,685.0,30296.0,440283.0,66304.0,189793.0,152077.0,109981.0,147939.0,98819.0,180818.0,46279.0,365388.0,15577.0,0.0,0.0
2018-06-29,249322.0,20719.0,186948.0,555718.0,501176.0,202795.0,507468.0,117821.0,280191.0,935280.0,30931.0,32063.0,146705.0,465921.0,6871.0,278743.0,211889.0,14956.0,393147.0,644484.0,27644.0,1718437.0,170719.0,560905.0,237718.0,122557.0,69876.0,18112.0,38767.0,739502.0,28491.0,62545.0,798227.0,75055.0,317745.0,103736.0,93703.0,205360.0,202211.0,650849.0,107530.0,505490.0,5477.0,0.0,0.0
2018-07-02,164088.0,16457.0,179246.0,394542.0,299526.0,262923.0,554407.0,119661.0,253967.0,1361917.0,35331.0,10932.0,247718.0,655099.0,6005.0,654206.0,139615.0,11885.0,259641.0,658445.0,51999.0,2115868.0,207883.0,166108.0,197763.0,93226.0,37043.0,20893.0,16494.0,562892.0,1167.0,51026.0,493386.0,46491.0,197554.0,139941.0,413173.0,298264.0,154635.0,532570.0,79623.0,319363.0,28437.0,0.0,0.0
2018-07-03,0.0,0.0,300.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-05,245539.0,14106.0,112044.0,618689.0,294686.0,184750.0,936225.0,237794.0,204327.0,641986.0,59247.0,8260.0,125585.0,615708.0,19501.0,175677.0,180454.0,13630.0,187668.0,475585.0,92648.0,1193704.0,187376.0,311234.0,98164.0,63415.0,72606.0,16774.0,23460.0,203678.0,622.0,44090.0,974603.0,29598.0,201270.0,101536.0,533766.0,177091.0,160104.0,585109.0,63641.0,477118.0,8153.0,0.0,0.0
2018-07-06,137165.0,28807.0,72846.0,279048.0,296093.0,128608.0,717679.0,98214.0,215000.0,1359777.0,27816.0,8613.0,115521.0,1068807.0,8520.0,306479.0,95528.0,9910.0,148162.0,155777.0,43920.0,1935387.0,269521.0,169654.0,111652.0,58181.0,55343.0,11981.0,29441.0,266175.0,1735.0,31320.0,300887.0,35210.0,221299.0,63565.0,182831.0,157890.0,94383.0,276969.0,87551.0,952285.0,5479.0,0.0,0.0
